5.7, 0.36, 0.21, 6.7, 0.038, 51.0, 166.0, 0.9941, 3.29, 0.63, 10.0, 6
8.3, 0.41, 0.51, 2.0, 0.046, 11.0, 207.0, 0.993, 3.02, 0.55, 11.4, 5
6.4, 0.34, 0.23, 6.3, 0.039, 37.0, 143.0, 0.9944, 3.19, 0.65, 10.0, 6
6.3, 0.23, 0.33, 1.5, 0.036, 15.0, 105.0, 0.991, 3.32, 0.42, 11.2, 6
5.4, 0.29, 0.47, 3.0, 0.052, 47.0, 145.0, 0.993, 3.29, 0.75, 10.0, 6
7.6, 0.17, 0.45, 11.2, 0.054, 56.0, 137.0, 0.997, 3.15, 0.47, 10.0, 5
6.3, 0.12, 0.36, 2.1, 0.044, 47.0, 146.0, 0.9914, 3.27, 0.74, 11.4, 7
7.3, 0.33, 0.4, 6.85, 0.038, 32.0, 138.0, 0.992, 3.03, 0.3, 11.9, 7
10.0, 0.2, 0.39, 1.4, 0.05, 19.0, 152.0, 0.994, 3.0, 0.42, 10.4, 6
6.0, 0.26, 0.32, 3.5, 0.028, 29.0, 113.0, 0.9912, 3.4, 0.71, 12.3, 7
7.1, 0.39, 0.35, 12.5, 0.044, 26.0, 72.0, 0.9941, 3.17, 0.29, 11.6, 5
5.1, 0.33, 0.22, 1.6, 0.027, 18.0, 89.0, 0.9893, 3.51, 0.38, 12.5, 7
7.3, 0.2, 0.44, 1.4, 0.045, 21.0, 98.0, 0.9924, 3.15, 0.46, 10.0, 7
5.0, 0.17, 0.56, 1.5, 0.026, 24.0, 115.0, 0.9906, 3.48, 0.39, 10.8, 7
7.0, 0.3, 0.38, 14.9, 0.032, 60.0, 181.0, 0.9983, 3.18, 0.61, 9.3, 7
6.1, 0.55, 0.15, 9.8, 0.031, 19.0, 125.0, 0.9957, 3.36, 0.47, 10.2, 6
6.3, 0.2, 0.4, 1.5, 0.037, 35.0, 107.0, 0.9917, 3.46, 0.5, 11.4, 6
6.1, 0.35, 0.07, 1.4, 0.069, 22.0, 108.0, 0.9934, 3.23, 0.52, 9.2, 5
7.1, 0.27, 0.31, 18.2, 0.046, 55.0, 252.0, 1.0, 3.07, 0.56, 8.7, 5
6.9, 0.49, 0.24, 1.2, 0.049, 13.0, 125.0, 0.9932, 3.17, 0.51, 9.4, 5
6.9, 0.23, 0.38, 8.3, 0.047, 47.0, 162.0, 0.9954, 3.34, 0.52, 10.5, 7
6.8, 0.29, 0.5, 13.3, 0.053, 48.0, 194.0, 0.9974, 3.09, 0.45, 9.4, 5
6.8, 0.29, 0.5, 13.3, 0.053, 48.0, 194.0, 0.9974, 3.09, 0.45, 9.4, 5
6.4, 0.34, 0.1, 1.1, 0.048, 19.0, 84.0, 0.9927, 3.21, 0.38, 9.8, 5
6.6, 0.16, 0.32, 1.4, 0.035, 49.0, 186.0, 0.9906, 3.35, 0.64, 12.4, 8
6.1, 0.2, 0.25, 1.2, 0.038, 34.0, 128.0, 0.9921, 3.24, 0.44, 10.1, 5
5.9, 0.46, 0.14, 2.7, 0.042, 27.0, 160.0, 0.9931, 3.46, 0.51, 10.6, 7
6.0, 0.37, 0.32, 1.0, 0.053, 31.0, 218.5, 0.9924, 3.29, 0.72, 9.8, 6
7.1, 0.21, 0.27, 8.6, 0.056, 26.0, 111.0, 0.9956, 2.95, 0.52, 9.5, 5
7.0, 0.25, 0.29, 15.2, 0.047, 40.0, 171.0, 0.9982, 3.22, 0.45, 9.3, 5
6.8, 0.32, 0.21, 2.2, 0.044, 15.0, 68.0, 0.9932, 3.17, 0.39, 9.4, 6
6.6, 0.24, 0.29, 2.0, 0.023, 19.0, 86.0, 0.99, 3.25, 0.45, 12.5, 6
5.5, 0.16, 0.22, 4.5, 0.03, 30.0, 102.0, 0.9938, 3.24, 0.36, 9.4, 6
6.2, 0.37, 0.3, 6.6, 0.346, 79.0, 200.0, 0.9954, 3.29, 0.58, 9.6, 5
6.8, 0.2, 0.38, 4.7, 0.04, 27.0, 103.0, 0.994, 3.37, 0.58, 10.7, 6
7.2, 0.4, 0.62, 10.8, 0.041, 70.0, 189.0, 0.9976, 3.08, 0.49, 8.6, 4
6.4, 0.3, 0.3, 2.25, 0.038, 8.0, 210.0, 0.9937, 3.2, 0.62, 9.9, 6
7.3, 0.51, 0.26, 3.3, 0.09, 7.0, 135.0, 0.9944, 3.01, 0.52, 8.8, 5
6.0, 0.24, 0.27, 1.9, 0.048, 40.0, 170.0, 0.9938, 3.64, 0.54, 10.0, 7
6.9, 0.25, 0.4, 1.3, 0.038, 22.0, 101.0, 0.9901, 3.03, 0.39, 11.4, 6
5.6, 0.35, 0.37, 1.0, 0.038, 6.0, 72.0, 0.9902, 3.37, 0.34, 11.4, 5
6.1, 0.28, 0.22, 1.8, 0.034, 32.0, 116.0, 0.9898, 3.36, 0.44, 12.6, 6
6.7, 0.31, 0.31, 9.9, 0.04, 10.0, 175.0, 0.9953, 3.46, 0.55, 11.4, 4
7.8, 0.28, 0.34, 1.6, 0.028, 32.0, 118.0, 0.9901, 3.0, 0.38, 12.1, 7
8.4, 0.35, 0.71, 12.2, 0.046, 22.0, 160.0, 0.9982, 2.98, 0.65, 9.4, 5
6.0, 0.26, 0.5, 2.2, 0.048, 59.0, 153.0, 0.9928, 3.08, 0.61, 9.8, 5
6.1, 0.26, 0.51, 2.2, 0.05, 61.0, 154.0, 0.9929, 3.08, 0.6, 9.8, 6
7.4, 0.41, 0.66, 10.8, 0.051, 77.0, 194.0, 0.9976, 3.05, 0.46, 8.7, 5
6.5, 0.28, 0.29, 2.7, 0.038, 26.0, 107.0, 0.9912, 3.32, 0.41, 11.6, 7
6.0, 0.38, 0.26, 6.0, 0.034, 42.0, 134.0, 0.9912, 3.38, 0.38, 12.3, 7
6.1, 0.32, 0.25, 1.7, 0.034, 37.0, 136.0, 0.992, 3.47, 0.5, 10.8, 7
6.9, 0.28, 0.27, 2.1, 0.036, 42.0, 121.0, 0.9926, 3.42, 0.49, 10.8, 7
5.9, 0.27, 0.29, 11.4, 0.036, 31.0, 115.0, 0.9949, 3.35, 0.48, 10.5, 8
7.2, 0.24, 0.4, 1.4, 0.045, 31.0, 106.0, 0.9914, 2.88, 0.38, 10.8, 6
6.4, 0.475, 0.06, 1.0, 0.03, 9.0, 131.0, 0.9904, 2.97, 0.29, 10.8, 5
6.3, 0.26, 0.49, 1.5, 0.052, 34.0, 134.0, 0.9924, 2.99, 0.61, 9.8, 6
7.5, 0.21, 0.68, 10.9, 0.045, 38.0, 133.0, 0.9978, 3.0, 0.36, 8.7, 5
7.5, 0.23, 0.68, 11.0, 0.047, 37.0, 133.0, 0.9978, 2.99, 0.38, 8.8, 5
6.9, 0.24, 0.33, 4.8, 0.04, 16.0, 131.0, 0.9936, 3.26, 0.64, 10.7, 6
6.2, 0.17, 0.28, 4.7, 0.037, 39.0, 133.0, 0.9931, 3.41, 0.46, 10.8, 7
6.3, 0.21, 0.33, 13.9, 0.046, 68.0, 179.0, 0.9971, 3.36, 0.5, 10.4, 6
6.4, 0.24, 0.29, 11.4, 0.051, 32.0, 166.0, 0.9968, 3.31, 0.45, 9.5, 5
6.5, 0.33, 0.72, 1.1, 0.061, 7.0, 151.0, 0.993, 3.09, 0.57, 9.5, 4
6.0, 0.32, 0.12, 5.9, 0.041, 34.0, 190.0, 0.9944, 3.16, 0.72, 10.0, 5
7.1, 0.26, 0.34, 14.4, 0.067, 35.0, 189.0, 0.9986, 3.07, 0.53, 9.1, 7
7.1, 0.28, 0.26, 1.9, 0.049, 12.0, 86.0, 0.9934, 3.15, 0.38, 9.4, 5
6.8, 0.25, 0.34, 14.0, 0.032, 47.0, 133.0, 0.9952, 3.37, 0.5, 12.2, 7
6.1, 0.14, 0.25, 1.3, 0.047, 37.0, 173.0, 0.9925, 3.35, 0.46, 10.0, 6
7.8, 0.42, 0.26, 9.2, 0.058, 34.0, 199.0, 0.9972, 3.14, 0.55, 9.3, 6
6.7, 0.31, 0.3, 2.1, 0.038, 18.0, 130.0, 0.9928, 3.36, 0.63, 10.6, 6
6.1, 0.36, 0.16, 6.4, 0.037, 36.0, 198.0, 0.9944, 3.17, 0.62, 9.9, 6
7.6, 0.29, 0.58, 17.5, 0.041, 51.0, 225.0, 0.9997, 3.16, 0.66, 9.5, 6
7.5, 0.31, 0.51, 14.8, 0.039, 62.0, 204.0, 0.9982, 3.06, 0.6, 9.5, 5
8.6, 0.27, 0.46, 6.1, 0.032, 13.0, 41.0, 0.993, 2.89, 0.34, 10.9, 5
8.2, 0.27, 0.43, 1.6, 0.035, 31.0, 128.0, 0.9916, 3.1, 0.5, 12.3, 6
6.0, 0.39, 0.26, 2.7, 0.038, 39.0, 187.0, 0.99325, 3.41, 0.5, 10.8, 6
6.6, 0.29, 0.44, 9.0, 0.053, 62.0, 178.0, 0.99685, 3.02, 0.45, 8.9, 5
6.9, 0.31, 0.34, 1.6, 0.032, 23.0, 128.0, 0.9917, 3.37, 0.47, 11.7, 6
6.6, 0.33, 0.31, 1.3, 0.02, 29.0, 89.0, 0.99035, 3.26, 0.44, 12.4, 8
6.4, 0.39, 0.21, 1.2, 0.041, 35.0, 136.0, 0.99225, 3.15, 0.46, 10.2, 5
6.4, 0.24, 0.31, 2.8, 0.038, 41.0, 114.0, 0.99155, 3.37, 0.66, 11.7, 7
6.5, 0.23, 0.33, 13.8, 0.042, 25.0, 139.0, 0.99695, 3.35, 0.56, 10.4, 6
6.9, 0.38, 0.25, 9.8, 0.04, 28.0, 191.0, 0.9971, 3.28, 0.61, 9.2, 5
5.8, 0.2, 0.3, 1.5, 0.031, 21.0, 57.0, 0.99115, 3.44, 0.55, 11.0, 6
7.4, 0.38, 0.27, 7.5, 0.041, 24.0, 160.0, 0.99535, 3.17, 0.43, 10.0, 5
7.4, 0.2, 1.66, 2.1, 0.022, 34.0, 113.0, 0.99165, 3.26, 0.55, 12.2, 6
7.1, 0.28, 0.44, 1.8, 0.032, 32.0, 107.0, 0.9907, 3.25, 0.48, 12.2, 7
6.9, 0.18, 0.38, 8.1, 0.049, 44.0, 176.0, 0.9958, 3.3, 0.54, 9.8, 6
5.0, 0.44, 0.04, 18.6, 0.039, 38.0, 128.0, 0.9985, 3.37, 0.57, 10.2, 6
6.7, 0.5, 0.63, 13.4, 0.078, 81.0, 238.0, 0.9988, 3.08, 0.44, 9.2, 5
6.6, 0.16, 0.57, 1.1, 0.13, 58.0, 140.0, 0.9927, 3.12, 0.39, 9.3, 7
6.6, 0.21, 0.6, 1.1, 0.135, 61.0, 144.0, 0.9927, 3.12, 0.39, 9.3, 7
9.1, 0.27, 0.45, 10.6, 0.035, 28.0, 124.0, 0.997, 3.2, 0.46, 10.4, 9
7.8, 0.29, 0.22, 9.5, 0.056, 44.0, 213.0, 0.99715, 3.08, 0.61, 9.3, 6
6.9, 0.22, 0.37, 15.0, 0.053, 59.0, 178.0, 0.9992, 3.37, 0.82, 9.5, 7
8.1, 0.17, 0.44, 14.1, 0.053, 43.0, 145.0, 1.0006, 3.28, 0.75, 8.8, 8
7.7, 0.34, 0.28, 11.0, 0.04, 31.0, 117.0, 0.99815, 3.27, 0.29, 9.2, 6
5.9, 0.24, 0.3, 2.0, 0.033, 28.0, 92.0, 0.99225, 3.39, 0.69, 10.9, 7
6.6, 0.21, 0.31, 11.4, 0.039, 46.0, 165.0, 0.99795, 3.41, 0.44, 9.8, 7
6.4, 0.31, 0.26, 13.2, 0.046, 57.0, 205.0, 0.9975, 3.17, 0.41, 9.6, 5
6.2, 0.3, 0.17, 2.8, 0.04, 24.0, 125.0, 0.9939, 3.01, 0.46, 9.0, 5
7.3, 0.655, 0.2, 10.2, 0.071, 28.0, 212.0, 0.9971, 2.96, 0.58, 9.2, 6
7.3, 0.25, 0.36, 2.1, 0.034, 30.0, 177.0, 0.99085, 3.25, 0.4, 11.9, 8
6.9, 0.19, 0.35, 1.7, 0.036, 33.0, 101.0, 0.99315, 3.21, 0.54, 10.8, 7
8.2, 0.4, 0.48, 13.7, 0.042, 59.0, 169.0, 0.9986, 3.1, 0.52, 9.4, 5
6.7, 0.22, 0.39, 10.2, 0.038, 60.0, 149.0, 0.99725, 3.17, 0.54, 10.0, 7
7.3, 0.25, 0.42, 14.2, 0.041, 57.0, 182.0, 0.9996, 3.29, 0.75, 9.1, 7
4.8, 0.33, 0.0, 6.5, 0.028, 34.0, 163.0, 0.9937, 3.35, 0.61, 9.9, 5
6.1, 0.27, 0.33, 2.2, 0.021, 26.0, 117.0, 0.9886, 3.12, 0.3, 12.5, 6
6.9, 0.18, 0.36, 1.3, 0.036, 40.0, 117.0, 0.9934, 3.27, 0.95, 9.5, 7
6.0, 0.45, 0.65, 9.7, 0.08, 11.0, 159.0, 0.9956, 3.04, 0.48, 9.4, 5
7.1, 0.21, 0.32, 2.2, 0.037, 28.0, 141.0, 0.993, 3.2, 0.57, 10.0, 7
7.3, 0.26, 0.31, 1.6, 0.04, 39.0, 173.0, 0.9918, 3.19, 0.51, 11.4, 6
5.9, 0.26, 0.3, 1.0, 0.036, 38.0, 114.0, 0.9928, 3.58, 0.48, 9.4, 5
6.8, 0.18, 0.28, 8.7, 0.047, 52.0, 242.0, 0.9952, 3.22, 0.53, 10.5, 6
6.6, 0.26, 0.29, 1.4, 0.039, 13.0, 67.0, 0.9915, 3.05, 0.49, 10.9, 6
6.8, 0.18, 0.28, 8.5, 0.047, 52.0, 242.0, 0.9952, 3.22, 0.53, 10.5, 6
7.5, 0.24, 0.31, 13.0, 0.049, 46.0, 217.0, 0.9985, 3.08, 0.53, 8.8, 5
5.6, 0.29, 0.05, 0.8, 0.038, 11.0, 30.0, 0.9924, 3.36, 0.35, 9.2, 5
7.0, 0.24, 0.34, 1.4, 0.031, 27.0, 107.0, 0.99, 3.06, 0.39, 11.9, 6
5.4, 0.595, 0.1, 2.8, 0.042, 26.0, 80.0, 0.9932, 3.36, 0.38, 9.3, 5
6.4, 0.26, 0.43, 12.6, 0.033, 64.0, 230.0, 0.9974, 3.08, 0.38, 8.9, 5
6.5, 0.26, 0.28, 12.5, 0.046, 80.0, 225.0, 0.99685, 3.18, 0.41, 10.0, 6
6.2, 0.28, 0.43, 13.0, 0.039, 64.0, 233.0, 0.99745, 3.08, 0.38, 8.9, 5
7.7, 0.24, 0.29, 15.3, 0.044, 39.0, 194.0, 0.9982, 3.06, 0.47, 9.6, 7
6.9, 0.48, 0.36, 3.5, 0.03, 31.0, 135.0, 0.9904, 3.14, 0.38, 12.2, 7
6.5, 0.17, 0.33, 1.4, 0.028, 14.0, 99.0, 0.9928, 3.23, 0.55, 10.1, 6
8.2, 0.23, 0.37, 1.3, 0.042, 39.0, 117.0, 0.9928, 2.99, 0.36, 10.0, 5
6.6, 0.23, 0.32, 0.9, 0.041, 25.0, 79.0, 0.9926, 3.39, 0.54, 10.2, 7
5.9, 0.26, 0.21, 12.5, 0.034, 36.0, 152.0, 0.9972, 3.28, 0.43, 9.5, 6
6.5, 0.34, 0.28, 1.8, 0.041, 43.0, 188.0, 0.9928, 3.13, 0.37, 9.6, 6
6.5, 0.08, 0.33, 1.9, 0.028, 23.0, 93.0, 0.991, 3.34, 0.7, 12.0, 7
5.5, 0.42, 0.09, 1.6, 0.019, 18.0, 68.0, 0.9906, 3.33, 0.51, 11.4, 7
6.8, 0.22, 0.35, 17.5, 0.039, 38.0, 153.0, 0.9994, 3.24, 0.42, 9.0, 6
6.0, 0.2, 0.71, 1.6, 0.15, 10.0, 54.0, 0.9927, 3.12, 0.47, 9.8, 5
7.7, 0.28, 0.33, 6.7, 0.037, 32.0, 155.0, 0.9951, 3.39, 0.62, 10.7, 7
5.7, 0.36, 0.34, 4.2, 0.026, 21.0, 77.0, 0.9907, 3.41, 0.45, 11.9, 6
7.7, 0.28, 0.39, 8.9, 0.036, 8.0, 117.0, 0.9935, 3.06, 0.38, 12.0, 7
8.6, 0.16, 0.38, 3.4, 0.04, 41.0, 143.0, 0.9932, 2.95, 0.39, 10.2, 6
8.0, 0.24, 0.3, 17.45, 0.056, 43.0, 184.0, 0.9997, 3.05, 0.5, 9.2, 6
8.0, 0.19, 0.36, 1.8, 0.05, 16.0, 84.0, 0.9936, 3.15, 0.45, 9.8, 7
5.1, 0.52, 0.06, 2.7, 0.052, 30.0, 79.0, 0.9932, 3.32, 0.43, 9.3, 5
7.6, 0.16, 0.44, 1.4, 0.043, 25.0, 109.0, 0.9932, 3.11, 0.75, 10.3, 6
7.1, 0.18, 0.42, 1.4, 0.045, 47.0, 157.0, 0.9916, 2.95, 0.31, 10.5, 6
8.3, 0.14, 0.26, 1.5, 0.049, 56.0, 189.0, 0.9946, 3.21, 0.62, 9.5, 6
6.8, 0.19, 0.32, 7.05, 0.019, 54.0, 188.0, 0.9935, 3.25, 0.37, 11.1, 8
7.6, 0.19, 0.38, 10.6, 0.06, 48.0, 174.0, 0.9962, 3.13, 0.38, 10.5, 6
6.6, 0.14, 0.44, 1.6, 0.042, 47.0, 140.0, 0.993, 3.32, 0.51, 10.2, 6
6.3, 0.6, 0.44, 11.0, 0.05, 50.0, 245.0, 0.9972, 3.19, 0.57, 9.3, 4
7.1, 0.3, 0.36, 6.8, 0.055, 44.5, 234.0, 0.9972, 3.49, 0.64, 10.2, 6
6.1, 0.37, 0.36, 4.7, 0.035, 36.0, 116.0, 0.991, 3.31, 0.62, 12.6, 6
7.3, 0.24, 0.34, 7.5, 0.048, 29.0, 152.0, 0.9962, 3.1, 0.54, 9.0, 5
6.9, 0.21, 0.81, 1.1, 0.137, 52.0, 123.0, 0.9932, 3.03, 0.39, 9.2, 6
7.6, 0.29, 0.42, 1.3, 0.035, 18.0, 86.0, 0.9908, 2.99, 0.39, 11.3, 5
8.8, 0.33, 0.44, 6.35, 0.024, 9.0, 87.0, 0.9917, 2.96, 0.4, 12.6, 7
8.0, 0.37, 0.32, 1.6, 0.04, 32.0, 166.0, 0.992, 3.0, 0.55, 11.3, 7
7.7, 0.34, 0.3, 8.0, 0.048, 25.0, 192.0, 0.9951, 2.97, 0.47, 10.9, 5
7.8, 0.26, 0.44, 1.3, 0.037, 43.0, 132.0, 0.9944, 3.18, 0.65, 10.0, 5
6.3, 0.27, 0.25, 5.8, 0.038, 52.0, 155.0, 0.995, 3.28, 0.38, 9.4, 6
7.3, 0.31, 0.69, 10.2, 0.041, 58.0, 160.0, 0.9977, 3.06, 0.45, 8.6, 5
7.0, 0.17, 0.33, 4.0, 0.034, 17.0, 127.0, 0.9934, 3.19, 0.39, 10.6, 7
6.3, 0.16, 0.4, 1.6, 0.033, 59.0, 148.0, 0.9914, 3.44, 0.53, 11.4, 5
7.9, 0.29, 0.39, 6.7, 0.036, 6.0, 117.0, 0.9938, 3.12, 0.42, 10.7, 5
6.1, 0.29, 0.27, 1.7, 0.024, 13.0, 76.0, 0.9893, 3.21, 0.51, 12.6, 7
7.2, 0.37, 0.15, 2.0, 0.029, 27.0, 87.0, 0.9903, 3.3, 0.59, 12.6, 7
5.9, 0.415, 0.13, 1.4, 0.04, 11.0, 64.0, 0.9922, 3.29, 0.52, 10.5, 5
6.3, 0.55, 0.45, 13.0, 0.047, 33.0, 182.0, 0.9974, 3.2, 0.46, 9.2, 6
6.5, 0.115, 0.29, 1.95, 0.038, 73.0, 166.0, 0.989, 3.12, 0.25, 12.9, 7
8.7, 0.22, 0.42, 2.3, 0.053, 27.0, 114.0, 0.994, 2.99, 0.43, 10.0, 5
6.1, 0.31, 0.37, 8.4, 0.031, 70.0, 170.0, 0.9934, 3.42, 0.4, 11.7, 8
9.3, 0.34, 0.49, 7.3, 0.052, 30.0, 146.0, 0.998, 3.17, 0.61, 10.2, 5
7.2, 0.25, 0.32, 1.5, 0.047, 27.0, 132.0, 0.9933, 3.26, 0.44, 10.5, 5
8.9, 0.34, 0.32, 1.3, 0.041, 12.0, 188.0, 0.9953, 3.17, 0.49, 9.5, 5
6.7, 0.25, 0.23, 7.2, 0.038, 61.0, 220.0, 0.9952, 3.14, 0.35, 9.5, 5
7.8, 0.3, 0.29, 16.85, 0.054, 23.0, 135.0, 0.9998, 3.16, 0.38, 9.0, 6
7.8, 0.3, 0.29, 16.85, 0.054, 23.0, 135.0, 0.9998, 3.16, 0.38, 9.0, 6
7.2, 0.2, 0.38, 1.0, 0.037, 21.0, 74.0, 0.9918, 3.21, 0.37, 11.0, 5
7.7, 0.25, 0.43, 4.5, 0.062, 20.0, 115.0, 0.9966, 3.38, 0.5, 9.9, 6
6.4, 0.25, 0.41, 8.6, 0.042, 57.0, 173.0, 0.9965, 3.0, 0.44, 9.1, 5
6.8, 0.25, 0.29, 2.0, 0.042, 19.0, 189.0, 0.9952, 3.46, 0.54, 10.2, 6
7.3, 0.22, 0.4, 14.75, 0.042, 44.5, 129.5, 0.9998, 3.36, 0.41, 9.1, 7
7.9, 0.22, 0.45, 14.2, 0.038, 53.0, 141.0, 0.9992, 3.03, 0.46, 9.2, 6
6.8, 0.18, 0.37, 1.5, 0.027, 37.0, 93.0, 0.992, 3.3, 0.45, 10.8, 6
7.0, 0.17, 0.37, 1.5, 0.028, 26.0, 75.0, 0.9922, 3.3, 0.46, 10.8, 7
5.0, 0.33, 0.16, 1.5, 0.049, 10.0, 97.0, 0.9917, 3.48, 0.44, 10.7, 6
8.0, 0.23, 0.46, 1.5, 0.03, 30.0, 125.0, 0.9907, 3.23, 0.47, 12.5, 6
